testDateUtc,sport,leftAvgForce,leftImpulse,leftMaxForce,leftTorque,rightAvgForce,rightImpulse,rightMaxForce,rightTorque,ForceSymmetry,ImpulseSymmetry,MaxForceSymmetry,TorqueSymmetry,sbu_id
2022-09-06 13:43:02.948000+00:00,baseball,238.75,2611.5250000000005,244.25,102.218625,201.16666666666663,2349.315,207.5,86.83874999999999,1.186826843413422,1.1116112568982877,1.1771084337349398,1.17710843373494,cd60a318
2022-09-16 20:27:13.950000+00:00,baseball,441.75,5821.564999999997,461.75,197.398125,442.0,5450.175000000003,496.25,212.146875,0.9994343891402716,1.0681427660579694,0.9304785894206548,0.9304785894206548,cd60a318
2022-09-20 13:12:16.452000+00:00,baseball,236.8125,3521.8499999999995,286.25,119.795625,248.625,3603.560000000001,300.5,125.75925,0.9524886877828054,0.9773252006349272,0.9525790349417638,0.9525790349417638,cd60a318
2022-10-04 13:38:28.740000+00:00,baseball,258.91666666666663,2758.734999999999,261.75,109.542375,208.75,2086.2500000000005,211.25,88.408125,1.240319361277445,1.322341521869382,1.2390532544378698,1.2390532544378698,cd60a318
2022-11-17 14:48:05.848000+00:00,baseball,249.25,3467.755,264.0,110.484,217.5833333333333,3197.060000000003,228.25,95.522625,1.145538108004596,1.0846699780423257,1.1566265060240963,1.1566265060240963,cd60a318
2023-01-20 20:46:48.902000+00:00,baseball,367.75,8121.3149999999905,478.5,204.55875,371.2000000000001,7954.839999999995,520.75,222.620625,0.990705818965517,1.0209275107984568,0.9188670187229956,0.9188670187229956,cd60a318
2023-04-18 13:22:54.244000+00:00,baseball,211.16666666666663,2575.900000000002,249.25,104.311125,205.5833333333333,2088.785,224.0,93.744,1.027158492095663,1.2332049492887025,1.1127232142857142,1.1127232142857144,cd60a318
2023-09-01 21:52:28.045000+00:00,baseball,394.75,2765.9649999999992,394.75,168.755625,409.375,2642.7549999999983,420.0,179.54999999999998,0.9642748091603054,1.0466218018696405,0.9398809523809524,0.9398809523809524,cd60a318
2023-11-11 14:40:35.541000+00:00,baseball,172.25,947.7149999999996,180.75,75.643875,183.5,882.295,190.0,79.515,0.9386920980926432,1.0741475356881764,0.9513157894736842,0.951315789473684,cd60a318
2023-11-11 14:41:13.546000+00:00,baseball,320.75,1261.0850000000012,320.75,134.23387499999998,240.75,1187.0299999999995,240.75,100.753875,1.332294911734164,1.062386797300828,1.332294911734164,1.332294911734164,cd60a318
2023-11-28 17:21:03.818000+00:00,baseball,219.625,1098.6600000000003,222.5,93.11625,188.5,1004.215,192.5,80.56125,1.1651193633952257,1.0940485852133262,1.155844155844156,1.1558441558441557,cd60a318
2023-12-01 21:14:03.477000+00:00,baseball,453.0,709.525,453.0,189.5805,444.0,699.8699999999999,444.0,185.814,1.0202702702702702,1.0137954191492706,1.0202702702702702,1.0202702702702704,cd60a318
2023-12-07 16:45:26.745000+00:00,baseball,200.66666666666663,2508.9300000000003,205.5,86.00175,196.16666666666663,2200.76,206.75,86.524875,1.0229396771452846,1.140028899107581,0.9939540507859734,0.9939540507859734,cd60a318
2023-12-07 16:49:29.846000+00:00,baseball,200.6875,2028.24,254.5,106.50825,187.75,1927.605,228.0,95.418,1.068908122503329,1.0522072727555698,1.1162280701754386,1.1162280701754386,cd60a318
2023-12-07 16:53:11.647000+00:00,baseball,211.5,2286.585,233.0,97.5105,214.25,2173.09,246.0,102.951,0.9871645274212368,1.0522274733213994,0.9471544715447154,0.9471544715447154,cd60a318
2023-12-15 17:19:31.383000+00:00,baseball,247.0,1354.8500000000008,247.0,103.3695,193.5,900.4699999999995,193.5,80.97975,1.276485788113695,1.468379383198646,1.276485788113695,1.2764857881136953,cd60a318
2023-12-15 17:20:52.827000+00:00,baseball,243.125,2470.7649999999985,249.5,104.41575,235.125,1996.795,247.0,103.3695,1.0340244550770867,1.2373653780182734,1.0101214574898785,1.0101214574898785,cd60a318
2024-01-08 16:33:07.563000+00:00,baseball,253.41666666666669,4465.335000000003,264.5,110.69325,193.25,3221.465000000001,205.0,85.79249999999999,1.3113410952996982,1.3861193587389593,1.2902439024390244,1.2902439024390246,cd60a318
2024-01-08 16:37:52.003000+00:00,baseball,221.375,3025.824999999999,224.5,93.95325,183.625,2211.160000000001,188.5,78.88725,1.205582028590878,1.3684333110222675,1.1909814323607426,1.1909814323607428,cd60a318
2024-01-18 18:59:05.591000+00:00,baseball,237.25,956.4249999999996,239.0,100.0215,221.125,892.5400000000002,224.75,94.057875,1.0729225551158847,1.07157662401685,1.0634037819799778,1.0634037819799778,cd60a318
2024-01-26 21:22:28.345000+00:00,baseball,336.91666666666663,1780.8900000000003,351.5,159.75675,362.9166666666667,1946.71,369.25,167.824125,0.9283582089552236,0.9148203892721568,0.9519295870006772,0.9519295870006772,cd60a318
2024-06-24 17:47:10.067000+00:00,baseball,372.9166666666666,4063.480000000003,382.25,156.53137500000005,398.25,3725.65,409.75,167.79262500000002,0.9363883657668968,1.0906767946532827,0.9328859060402684,0.9328859060402688,cd60a318
2024-08-13 11:40:02.936000+00:00,baseball,427.75,3030.1150000000007,444.0,181.818,432.375,2753.9350000000004,440.5,180.38475000000005,0.9893032668401271,1.100285591344749,1.0079455164585698,1.0079455164585696,cd60a318
2022-01-26 21:10:59.535000+00:00,baseball,345.95000000000005,4537.810000000001,466.25,195.125625,336.35,4147.915000000001,473.25,198.055125,1.0285416976363908,1.0939978278243407,0.9852086634970946,0.9852086634970946,daf1016f
2022-02-11 21:18:49.144000+00:00,baseball,423.5,4010.3799999999983,440.0,184.14,504.33333333333337,4679.604999999999,510.25,213.539625,0.839722405816259,0.8569911349355339,0.8623223909848113,0.8623223909848113,daf1016f
2022-08-26 20:31:20.134000+00:00,baseball,494.1666666666666,5379.254999999999,497.25,208.099125,475.75,4864.265000000002,480.75,201.193875,1.0387108074969345,1.1058721101749178,1.034321372854914,1.034321372854914,daf1016f
2022-09-16 20:25:12.264000+00:00,baseball,397.25,5076.595000000001,404.0,169.07399999999998,424.9166666666666,5666.004999999997,430.75,180.268875,0.9348891939596,0.8959743240607807,0.9378990133488102,0.93789901334881,daf1016f
2023-09-01 21:56:36.888000+00:00,baseball,531.25,3676.2300000000014,537.5,224.94375,315.6666666666667,3910.419999999999,504.5,211.13325,1.3538020482877473,0.9401112923931452,1.0654112983151636,1.0654112983151636,daf1016f
2023-09-01 22:01:53.184000+00:00,baseball,496.75,3028.8250000000003,500.5,209.45925,471.375,3118.504999999998,473.75,198.264375,1.0538318748342614,0.9712426306836136,1.0564643799472295,1.0564643799472295,daf1016f
2023-12-01 21:14:31.104000+00:00,baseball,568.75,1202.0850000000007,568.75,238.021875,405.0,1475.19,627.5,262.60875,1.3538020482877473,0.8148679153193831,0.9063745019920318,0.9063745019920318,daf1016f
2024-01-26 21:11:42.898000+00:00,baseball,458.08333333333337,2252.52,463.0,193.7655,502.0,3069.865,503.5,210.71475,0.9125166002656044,0.7337521356802336,0.9195630585898708,0.9195630585898708,daf1016f
2022-01-26 21:19:45.943000+00:00,baseball,384.5833333333333,6834.855000000004,390.5,180.99675,354.4166666666667,6561.740000000002,365.25,169.293375,1.0851163884316952,1.0416223440733712,1.0691307323750856,1.0691307323750856,497f16ff
2022-02-04 21:11:58.010000+00:00,baseball,356.8333333333333,6350.554999999999,357.25,165.585375,354.5,6485.324999999997,363.25,168.366375,1.006582040432534,0.9792192372780087,0.9834824501032348,0.9834824501032348,497f16ff
2022-02-11 21:24:11.948000+00:00,baseball,352.5,6263.209999999999,362.0,167.787,367.6666666666666,6227.764999999999,381.75,176.941125,0.958748866727108,1.0056914478950314,0.9482645710543548,0.948264571054355,497f16ff
2022-08-26 20:33:38.106000+00:00,baseball,319.6875,7541.38,366.25,169.756875,321.375,7243.99,376.0,174.276,0.9947491248541424,1.0410533421498374,0.9740691489361702,0.9740691489361702,497f16ff
2022-09-16 20:29:50.643000+00:00,baseball,266.5,4958.634999999998,274.25,119.710125,318.3333333333333,5716.759999999999,325.0,141.8625,0.83717277486911,0.8673855470581237,0.8438461538461538,0.8438461538461538,497f16ff
2023-01-20 20:47:43.667000+00:00,baseball,365.1666666666666,5438.425000000004,369.5,161.28675,367.3333333333333,5941.489999999989,381.25,166.415625,0.9941016333938292,0.9153301612895104,0.9691803278688524,0.9691803278688526,497f16ff
2023-09-01 21:58:12.434000+00:00,baseball,345.875,1893.72,346.0,151.029,479.875,2503.0649999999964,497.0,216.9405,0.7334263670083343,0.7565604568798664,0.7277956548145921,0.7284318963673488,497f16ff
2023-12-01 21:49:17.922000+00:00,baseball,435.0,1599.6,435.0,189.8775,409.5,1473.064999999999,409.5,178.74675,1.0622710622710625,1.0858991286874653,1.0622710622710625,1.0622710622710625,497f16ff
2024-01-26 21:10:41.453000+00:00,baseball,330.125,1484.9100000000008,345.25,160.02337500000002,257.41666666666663,1317.5749999999996,287.25,133.140375,1.282453868565879,1.1270022579359815,1.2019147084421236,1.2019147084421236,497f16ff
2023-12-01 21:53:08.733000+00:00,baseball,609.0,2314.465,609.0,282.2715,602.5,2256.075,602.5,279.25875,1.0107883817427386,1.025881231785291,1.0107883817427386,1.0107883817427386,a7ed650f
2024-01-27 20:32:20.202000+00:00,baseball,619.8333333333333,3441.849999999993,662.0,306.837,567.8333333333333,3220.229999999999,609.25,282.387375,1.0915761667155857,1.06882117115858,1.0865818629462454,1.0865818629462454,a7ed650f
2022-01-26 21:15:29.275000+00:00,baseball,330.0,3278.295,336.5,134.76825,346.0,3372.3450000000003,354.0,141.77700000000002,0.953757225433526,0.9721113942968468,0.9505649717514124,0.9505649717514124,8efe37d1
2022-02-04 21:09:41.799000+00:00,baseball,323.4166666666667,3629.825,339.75,136.069875,356.3333333333333,3752.685,359.5,143.97975,0.9076239476145932,0.9672607746187064,0.9450625869262864,0.9450625869262864,8efe37d1
2022-02-11 21:26:29.508000+00:00,baseball,338.75,3770.925000000003,356.75,142.878375,381.0833333333333,4348.67,388.5,155.59425000000002,0.8889131860922809,0.8671444372647276,0.9182754182754184,0.9182754182754184,8efe37d1
2022-08-26 20:36:06.147000+00:00,baseball,351.25,5011.214999999995,373.75,149.686875,372.1666666666666,4825.249999999999,398.0,159.399,0.9437975817286164,1.0385399720221742,0.939070351758794,0.9390703517587938,8efe37d1
2022-09-16 20:31:25.510000+00:00,baseball,273.75,2126.775,277.25,111.038625,273.41666666666663,2253.515,276.25,110.638125,1.0012191405059434,0.9437589720947056,1.0036199095022624,1.0036199095022624,8efe37d1
2023-01-20 20:43:24.203000+00:00,baseball,333.8333333333333,3185.830000000002,335.75,134.46787500000002,406.9166666666666,4031.605,414.75,166.10737500000002,0.8203972967438052,0.7902138230307786,0.8095238095238095,0.8095238095238095,8efe37d1
2023-09-01 22:03:18.733000+00:00,baseball,320.75,1530.1649999999995,321.5,128.76075,343.875,1750.0899999999997,352.0,140.976,0.9327517266448564,0.8743350341982411,0.9133522727272728,0.9133522727272728,8efe37d1
2023-12-01 21:48:38.861000+00:00,baseball,383.25,1138.570000000001,383.25,160.39012499999998,382.25,1082.43,382.25,159.971625,1.002616088947024,1.0518647857136267,1.002616088947024,1.002616088947024,8efe37d1
2024-01-26 21:15:44.627000+00:00,baseball,309.5833333333333,1492.9150000000002,320.25,128.26012500000002,303.8333333333333,1481.1900000000005,313.0,125.3565,1.0189248491497531,1.0079159324597111,1.0231629392971249,1.0231629392971249,8efe37d1
2024-08-28 18:33:51.811000+00:00,baseball,451.875,3393.670000000002,453.0,181.4265,418.875,3449.079999999998,429.0,171.8145,1.0787824529991048,0.983934846393822,1.055944055944056,1.0559440559440558,8efe37d1
2024-10-28 20:53:52.159000+00:00,baseball,442.25,5344.770000000006,455.25,182.327625,445.0,5017.864999999998,449.25,179.92462500000002,0.9938202247191013,1.0651482253906808,1.013355592654424,1.013355592654424,8efe37d1
2023-09-01 21:41:37.763000+00:00,baseball,465.5,2499.5950000000003,482.0,210.393,432.5,2149.16,446.0,194.679,1.0763005780346822,1.1630567291406877,1.0807174887892377,1.0807174887892377,ad597770
2023-12-01 21:21:54.396000+00:00,baseball,377.0,1374.1249999999984,377.0,178.13250000000002,412.75,1478.6499999999996,412.75,195.024375,0.9133858267716536,0.9293105197308348,0.9133858267716536,0.9133858267716536,ad597770
2024-01-27 20:42:36.556000+00:00,baseball,386.25,2052.6600000000008,386.75,182.739375,389.6666666666667,1833.6449999999995,400.0,189.0,0.9912318220701454,1.1194424220609775,0.966875,0.966875,ad597770
2022-01-26 21:20:25.929000+00:00,baseball,492.9166666666666,8005.350000000002,497.25,208.099125,472.58333333333337,7662.115000000003,478.25,200.147625,1.0430259213542583,1.0447963780235612,1.0397281756403554,1.0397281756403554,ffdabbee
2022-02-04 21:16:12.281000+00:00,baseball,464.0,7917.489999999996,468.5,196.06725,478.25,8267.919999999998,480.5,201.08925,0.9702038682697334,0.957615700200292,0.9750260145681582,0.9750260145681582,ffdabbee
2022-02-11 21:27:32.380000+00:00,baseball,463.58333333333337,8744.395000000006,471.0,197.1135,464.08333333333337,7853.144999999999,472.25,197.636625,0.9989226072903572,1.1134895637352942,0.9973530968766544,0.9973530968766542,ffdabbee
2022-08-26 20:32:50.897000+00:00,baseball,475.58333333333326,8705.449999999986,487.25,203.914125,446.25,8134.669999999985,451.5,188.95275,1.065732959850607,1.0701663374174986,1.0791805094130675,1.0791805094130675,ffdabbee
2022-09-16 20:26:28.088000+00:00,baseball,382.8333333333333,5992.465000000001,396.5,165.93525,393.25,5829.215000000001,402.25,168.341625,0.9735113371477008,1.0280054861589425,0.985705407085146,0.985705407085146,ffdabbee
2023-01-20 20:46:03.930000+00:00,baseball,470.1666666666666,6694.13,470.75,197.008875,460.33333333333337,6756.164999999998,463.25,193.870125,1.021361332367849,0.9908180158418276,1.0161899622234214,1.0161899622234214,ffdabbee
2023-09-01 22:03:52.137000+00:00,baseball,507.625,3273.470000000001,529.0,221.3865,449.25,2802.3699999999967,463.25,193.870125,1.1299387868670006,1.1681077088321687,1.1419320021586616,1.1419320021586616,ffdabbee
2023-12-01 22:01:38.009000+00:00,baseball,526.25,870.7349999999997,526.25,220.235625,573.0,955.1350000000002,573.0,239.8005,0.9184118673647468,0.9116355279620152,0.9184118673647468,0.9184118673647468,ffdabbee
2023-09-01 21:44:08.367000+00:00,baseball,437.125,2451.745000000001,441.75,188.848125,365.875,1914.094999999999,372.75,159.350625,1.1947386402459856,1.2808899244812837,1.1851106639839035,1.1851106639839035,2e2dd2e3
2023-12-01 21:56:29.927000+00:00,baseball,456.0,787.6450000000002,456.0,211.356,423.25,726.9400000000002,423.25,196.176375,1.077377436503249,1.083507579717721,1.077377436503249,1.077377436503249,2e2dd2e3
2023-09-01 21:44:33.509000+00:00,baseball,473.0,2097.55,480.0,213.84,360.625,1620.7550000000003,362.75,161.60512500000002,1.3116117850953206,1.2941807984550409,1.323225361819435,1.3232253618194347,12391756
2023-10-13 21:58:52.776000+00:00,baseball,471.375,2309.235,477.75,212.837625,333.5,1604.785,335.5,149.46525,1.3538020482877473,1.4389684599494637,1.359643041308557,1.3580914867203693,12391756
2023-12-01 21:55:55.242000+00:00,baseball,510.5,1330.815,510.5,245.80575,421.75,1110.8550000000002,421.75,203.072625,1.2104327208061647,1.1980096412223016,1.2104327208061647,1.2104327208061647,12391756
2024-01-27 20:33:10.818000+00:00,baseball,459.4166666666666,1979.240000000001,467.0,224.86050000000003,382.25,1609.0900000000004,390.5,188.02575,1.2018748637453671,1.2300368531281658,1.1959026888604354,1.1959026888604356,12391756
2022-01-26 21:17:01.293000+00:00,baseball,391.1666666666666,4357.854999999997,402.0,182.709,428.58333333333326,4675.174999999996,449.5,204.29775,0.9126968695314018,0.9321266048864484,0.8943270300333704,0.8943270300333704,74472e09
2022-02-04 21:16:58.097000+00:00,baseball,380.9166666666666,3967.834999999999,436.0,198.162,392.8333333333333,3998.094999999997,434.75,197.593875,0.969664828171404,0.9924313954520846,1.002875215641173,1.002875215641173,74472e09
2022-02-11 21:23:24.225000+00:00,baseball,436.5833333333333,5671.595000000002,443.0,201.3435,432.4166666666666,5564.66,441.0,200.4345,1.0096357679707075,1.019216807495876,1.0045351473922903,1.00453514739229,74472e09
2022-08-26 20:34:26.109000+00:00,baseball,431.33333333333326,5174.269999999999,453.5,206.11575,433.9166666666666,5426.9850000000015,451.5,205.20675,0.99404647589783,0.9534336284327296,1.0044296788482836,1.0044296788482834,74472e09
2022-09-16 20:35:20.037000+00:00,baseball,328.0,3499.074999999999,360.0,163.62,365.1666666666666,3501.3600000000024,394.75,179.41387500000002,0.8982199908717483,0.9993473964402394,0.9119696010132996,0.9119696010132996,74472e09
2023-01-20 20:45:13.451000+00:00,baseball,395.0,3442.71,423.0,192.2535,407.0,3716.825,443.75,201.684375,0.9705159705159704,0.9262502270082664,0.9532394366197184,0.9532394366197184,74472e09
2023-09-01 22:04:18.009000+00:00,baseball,364.625,1877.165,364.75,165.778875,363.875,1872.04,372.5,169.30125,1.002061147372037,1.0027376551783085,0.9791946308724832,0.9791946308724832,74472e09
2023-12-01 21:54:16.147000+00:00,baseball,401.25,846.18,401.25,175.145625,393.0,798.515,393.0,171.5445,1.0209923664122138,1.0596920533740757,1.0209923664122138,1.0209923664122138,74472e09
2024-01-26 21:21:07.736000+00:00,baseball,319.66666666666663,1675.5000000000002,335.5,152.48475,316.41666666666663,1624.1250000000002,336.25,152.825625,1.0102712667895708,1.031632417455553,0.9977695167286246,0.9977695167286244,74472e09
2023-09-01 21:43:10.597000+00:00,baseball,320.25,1392.5449999999992,324.5,129.96225,338.375,1475.85,344.25,137.872125,0.9464351680827484,0.943554561777958,0.9426289034132171,0.9426289034132171,b76d60ae
2023-12-01 21:39:09.035000+00:00,baseball,352.25,1401.9749999999997,352.25,169.60837500000002,368.5,1475.7250000000004,368.5,177.43275000000003,0.9559023066485752,0.9500245641972586,0.9559023066485752,0.9559023066485752,b76d60ae
2024-01-27 20:30:20.866000+00:00,baseball,359.41666666666663,1907.1850000000009,370.75,178.51612500000002,346.625,1855.7150000000013,366.75,176.590125,1.0369034739752372,1.02773594005545,1.010906612133606,1.010906612133606,b76d60ae
2023-09-01 21:45:15.099000+00:00,baseball,425.5,2299.740000000001,429.75,175.982625,404.0,2273.7150000000006,406.25,166.359375,1.0532178217821782,1.011446025557293,1.057846153846154,1.057846153846154,fad6ce2a
2023-12-01 21:20:48.569000+00:00,baseball,410.25,1293.5549999999994,410.25,182.766375,387.75,1179.7250000000004,387.75,172.742625,1.058027079303675,1.0964885884422209,1.058027079303675,1.058027079303675,fad6ce2a
2024-01-27 20:30:56.938000+00:00,baseball,401.1666666666666,2215.514999999999,418.5,186.44175,377.5833333333333,1784.775,402.5,179.31375,1.0624586184065326,1.2413413455477575,1.039751552795031,1.0397515527950312,fad6ce2a
2024-08-28 18:17:59.404000+00:00,baseball,428.5,6354.809999999995,447.75,207.532125,505.0,6572.815000000002,508.0,235.458,0.8485148514851485,0.9668323237456088,0.8813976377952756,0.8813976377952756,fad6ce2a
2022-08-26 20:41:00.814000+00:00,baseball,306.0,3156.62,364.25,152.438625,329.0,3106.985,424.5,177.65325,0.9300911854103344,1.0159752943770246,0.8580683156654888,0.8580683156654888,af80dbf1
2022-09-16 20:33:10.412000+00:00,baseball,298.25,2006.7,323.75,135.489375,318.25,2049.894999999999,339.0,141.8715,0.9371563236449332,0.9789281890048032,0.9550147492625368,0.9550147492625368,af80dbf1
2023-01-20 20:41:57.838000+00:00,baseball,299.7,3076.850000000001,377.75,158.08837499999998,283.75,2782.2150000000006,352.5,147.52124999999998,1.056211453744493,1.1058994362405494,1.071631205673759,1.071631205673759,af80dbf1
2023-09-01 21:54:05.316000+00:00,baseball,361.875,2161.415000000001,366.75,153.484875,490.125,3004.364999999998,504.0,210.924,0.7383320581484315,0.7194249034321736,0.7277956548145921,0.7284318963673488,af80dbf1
2023-12-01 21:52:19.937000+00:00,baseball,397.5,1566.1650000000016,397.5,187.81875,380.5,1497.9599999999994,380.5,179.78625000000002,1.0446780551905388,1.045531923415847,1.0446780551905388,1.0446780551905386,af80dbf1
2024-01-26 21:17:06.695000+00:00,baseball,292.66666666666663,1230.485,319.25,133.606125,271.75,1159.6850000000004,290.75,121.678875,1.0769702545231523,1.0610510612795712,1.0980223559759243,1.098022355975924,af80dbf1
2022-08-26 20:38:51.682000+00:00,baseball,448.5833333333333,5489.42,480.5,222.71175,403.25,5008.635,434.75,201.506625,1.1124199214713784,1.0959912231576068,1.105232892466935,1.105232892466935,135c6a93
2022-09-16 20:34:09.228000+00:00,baseball,314.16666666666663,2574.94,370.5,165.05775,314.3333333333333,2497.085,370.0,164.835,0.9994697773064688,1.0311783539607182,1.0013513513513514,1.0013513513513512,135c6a93
2023-01-20 20:52:35.828000+00:00,baseball,357.5833333333333,3542.505,392.75,174.970125,368.75,4025.525000000001,403.5,179.75925,0.9697175141242936,0.8800106818365304,0.9733581164807932,0.973358116480793,135c6a93
2023-09-01 22:04:47.880000+00:00,baseball,413.125,2227.895,433.75,193.235625,349.375,2031.29,371.0,165.2805,1.1824686940966012,1.096788247862196,1.1691374663072776,1.1691374663072778,135c6a93
2023-10-13 21:56:22.604000+00:00,baseball,377.625,1962.305,392.5,174.85875,290.625,1517.6099999999994,335.75,149.576625,1.2993548387096774,1.2930232404899815,1.1690245718540582,1.169024571854058,135c6a93
2023-10-16 22:28:57.028000+00:00,baseball,345.75,2207.695,345.75,160.25512500000002,310.0,1904.7599999999995,310.0,143.685,1.1153225806451612,1.1590410340410344,1.1153225806451612,1.1153225806451614,135c6a93
2023-12-01 21:58:47.736000+00:00,baseball,344.5,987.3999999999996,344.5,153.47475,318.75,912.35,318.75,142.003125,1.0807843137254902,1.082260097550282,1.0807843137254902,1.0807843137254902,135c6a93
2024-01-26 21:18:51.727000+00:00,baseball,287.91666666666663,1301.4950000000003,297.0,137.6595,319.5,1559.5,341.5,158.28525000000002,0.901147626499739,0.834559153574864,0.8696925329428989,0.8696925329428989,135c6a93
2022-08-26 20:37:51.163000+00:00,baseball,338.66666666666663,4602.804999999999,357.5,162.48375,386.4166666666666,5758.029999999997,396.75,180.322875,0.8764287254690534,0.7993714864285184,0.9010712035286704,0.9010712035286704,72b827f5
